Year,Mo,Dy,Hr,Mn,Sec,Tsu,Name,Lat,Long,focal depth,Mag,MMI Int,Deaths,Det,Injuries,Det,Damage Mill$,Det,Houses Destoyed,Det,Houses Damaged,Det
1950,12,10,2,50,42,Tsu,PERU: ICA CHIMBOTE HUARAZ CAJAMARCA CUZCO MOQUEGUA,-14.25,-75.75,80,7,,4,1,12,1,,2,,2,,
1950,12,14,1,52,46,,TONGA ISLANDS,-19.5,-176,200,7.7,6,,,,,,,,,,
1950,12,14,14,15,49,Tsu,MEXICO: ACAPULCO,16.48,-98.22,50,7.5,5,,,,,,3,,,,
1951,2,18,,,,,PAPUA NEW GUINEA,-9.3,147.1,,,,3000,4,,,,,,,,
1951,2,22,1,45,42,Tsu,PAPUA NEW GUINEA: BISMARCK SEA,-3.7,142.2,,,,,,,,,,,,,
1951,3,19,,,,,PHILIPPINES,9.5,127.3,,7.8,,,,,,,,,,,
1951,5,6,23,8,,,EL SALVADOR: JUCUAPA,13,-87.8,100,6.5,,1100,4,,,23,3,,,,
1951,5,16,13,23,,,PERU,-15,-69.5,250,7.9,,,,,,,,,,,
1951,7,9,0,4,,,MEXICO: OAXACA: MIAHIATLAN,16.1,-96.8,50,6.2,,1,1,,,,2,,,,
1951,8,3,0,23,58,Tsu,NICARAGUA: GULF OF FONSECA: POTOSI,13,-87.5,100,6,,,,,,,1,,,,
1951,8,6,8,8,56,,NICARAGUA: GULF OF FONSECA: JINOTEGA,13,-87.5,100,5.5,,,,,,,3,,2,,
1951,8,8,22,9,,,ITALY: S,41.6,13.8,,,12,,,,,,,,,,
1951,8,13,18,33,,,TURKEY: KURSUNLU,40.8,33.4,,6.7,9,50,1,,,,3,,,,
1951,8,15,7,23,,,CALIFORNIA: TERMINAL ISLAND,33.5,-118.2,,,5,,,,,3,2,,,,
1951,8,21,10,57,,Tsu,HAWAII,19.7,-156,60,6.9,,,,2,1,,2,8,1,230,3
1951,10,22,5,43,1,Tsu,TAIWAN,23.8,121.7,21,7.3,,68,2,586,3,,3,2382,4,,
1951,11,18,9,35,50,,CHINA: TIBET (XIZANG PROVINCE),31.1,91.4,25,7.5,,,,,,,1,,1,,
1951,11,24,18,47,13,,TAIWAN,22.9,121.5,,7.5,,17,1,250,3,,2,,,,
1951,12,8,4,14,12,,INDIAN OCEAN: S,-34,57,25,7.9,,,,,,,,,,,
1951,12,21,8,37,29,Tsu,CHINA: YUNNAN PROVINCE,26.7,100,,6.3,9,,,,,,4,29890,4,,
1952,1,3,6,3,,,TURKEY: PASINLER (HASANKALE) ERZURUM,39.9,41.7,,6,8,103,3,,,,2,,,,
1952,2,26,11,31,,,PERU-BOLIVIA,-14.1,-69.9,,7.5,,,,,,,,,,,
1952,3,4,1,22,41,Tsu,JAPAN: HOKKAIDO,42.15,143.85,45,8.1,9,33,1,,3,,3,,3,,
1952,3,9,17,3,,Tsu,JAPAN: HOKKAIDO,41.7,142.5,,7.1,,,,17,1,,2,113,3,,
1952,3,17,3,58,,Tsu,HAWAII,19.11,-155.033,33,,,,,,,,,,,,
1952,3,19,10,57,12,Tsu,PHILIPPINES: BUTUAN,9.5,127.25,,7.8,7,,,,,,1,,,,
1952,5,13,19,32,,Tsu,COSTA RICA-PANAMA,10.3,-85.3,64,,,,,,,,,,,,
1952,6,3,,,,,TURKEY: PASINLER (HASANKALE) ERZINCAN,39.8,39.5,,,7,94,2,,,,3,,,,
1952,6,19,12,12,59,,CHINA: YUNNAN PROVINCE,22.7,99.8,,6.5,8,,,,,,1,10,1,,
1952,7,13,11,59,,Tsu,VANUATU ISLANDS,-18.7,170.3,260,7.2,,,,,,,,,,,
1952,7,21,11,52,14,,CALIFORNIA: KERN COUNTY,35,-119.017,16,7.7,11,12,1,,,60,4,,,,
1952,8,17,16,2,11,,CHINA: TIBET (XIZANG PROVINCE),30.5,91.5,60,,10,54,2,,,,2,774,3,,
1952,8,22,22,41,24,,CALIFORNIA: KERN COUNTY,35.333,-118.917,16,5.8,8,2,1,,2,10,3,90,2,,
1952,9,30,12,52,2,,CHINA: SICHUAN PROVINCE,28.3,102.2,,6.8,9,,,,,,3,4196,4,,
1952,10,8,14,24,1,,CHINA: SHANXI PROVINCE,39,112.7,,5.5,8,,,,,,3,5043,3,,
1952,10,22,17,,,,TURKEY: CEYHAN MISIS,36.5,35.5,,5,7,20,1,,,,3,,,,
1952,11,4,16,58,,Tsu,RUSSIA: KAMCHATKA PENINSULA,52.75,159.5,45,9,11,,,,,,,,,,
1952,12,8,15,9,32,,CHINA: YUNNAN PROVINCE,22.9,99.7,,5.8,8,,,,,,1,60,2,,
1952,12,30,12,7,,,COSTA RICA,10.3,-83.5,,,,29,1,,,,,,,,
1953,1,15,21,56,,,IRAN: GODER,28.5,52.3,,,,11,1,,,,,,,,
1953,1,25,19,47,,,HAITI,18.4,-73.4,,5.7,,2,1,,,,2,,,,
1953,2,12,8,15,,,IRAN: TORUD,35.4,55.1,,6.4,,970,3,,,,,,,,
1953,2,15,,,,Tsu,PERU: LIMA,-12,-77.5,,5.5,,,,,,,,,,,
1953,3,17,13,4,,Tsu,RUSSIA: N. KURIL ISLANDS,50,156.5,,5.8,,,,,,,,,,,
1953,3,18,19,6,11,,TURKEY: YENICE ONON,40,27.5,,7.5,,1070,4,,,3.57,2,,,,
1953,4,23,16,24,34,Tsu,PAPUA NEW GUINEA: SOLOMON ISLANDS,-4.449,152.868,35,7.4,,,,,,0.013,1,,,,
1953,4,,,,,,IRAN: KHAN-E-ZENYAN KHATIRI,29,52,,,,1,1,,,,,,,,
1953,5,3,23,57,6,,CHINA: YUNNAN PROVINCE,24.2,103.2,,5,7,,,,,,1,,2,,
1953,5,6,17,16,43,Tsu,CHILE: CHILLAN CONCEPCION,-36.5,-72.5,60,7.6,10,9,1,26,1,500,4,,,,
1953,5,31,19,58,,Tsu,DOMINICAN REPUBLIC: PUERTO PLATA,19.8,-70.7,33,7.2,,,,,,,,,,,
1953,6,18,5,44,,,TURKEY: EDIRNE,41.4,26.3,,,,37,1,,,,2,,,,
1953,7,2,6,56,,,VANUATU ISLANDS,-19,169,223,7.5,,,,,,,,,,,
1953,8,11,3,32,,,GREECE: ASPROGERAKAS (KEPHALLENIA),38.1,20.6,33,6.8,9,,,,,,,,,,
1953,8,12,9,23,52,Tsu,GREECE: LIXOURI-ARGOSTOLI (KEPHALLENIA),38.3,20.8,,7.2,10,476,3,2412,4,100,4,27773,4,,
1953,9,10,4,5,58,Tsu,CYPRUS: PAPHOS,35,32.5,,6.5,10,40,1,100,1,,2,500,3,,
1953,9,14,0,26,36,Tsu,FIJI ISLANDS,-18.2,178.3,60,6.8,,2,1,,,,2,,2,,
1953,11,4,3,49,13.2,,SOLOMON ISLANDS,-13.189,166.516,35,7.5,,,,,,,,,,,
1953,11,25,17,48,,Tsu,JAPAN: KASHIMA,34,141.7,60,7.4,,1,1,,,,1,,,,
1953,12,7,2,5,,,CHILE: NORTHERN,-22.1,-68.7,128,7.4,,3,1,,,7.31,3,,,,
1953,12,12,17,31,25,Tsu,OFF COAST OF PERU,-3.4,-80.6,30,7.4,9,6,1,20,1,,2,200,3,,
1954,2,5,15,17,,,MEXICO: CHIAPAS,17.3,-92.6,100,6.2,,6,1,,,17,3,,,,
1954,2,8,,,,,CHILE: CENTRAL,-29,-70.5,,7.7,,,,,,,,,,,
1954,2,11,0,30,15,Tsu,CHINA: GANSU PROVINCE,39,101.3,,7.3,10,,,,,,3,,3,,
1954,2,28,18,9,,,AUSTRALIA: ADELAIDE: S,-34.9,138.7,4,5.4,8,,,,,,2,,,,
1954,3,21,23,42,11,,MYANMAR; INDIA: CALCUTTA CUTTACK BHAGALPUR,24.5,95.3,180,7.4,,,,,,,2,,,,
1954,3,29,6,17,,,SPAIN,37,-3.5,640,7,,,,,,,3,,,,
1954,4,20,,,,,GREECE,39.8,22.1,,7,,25,1,,,,,,,,
1954,4,29,11,34,,,ATLANTIC OCEAN: NORTHERN,29.5,-29.5,,7.5,,,,,,,,,,,
1954,4,30,13,2,,,GREECE: SOPHADES (KARDITSA),39.3,22.2,,7,10,31,1,,,3.15,2,,,,
1954,6,10,,,,,AFGHANISTAN: NORTHERN,36,66,,,,2000,4,,,,,,,,
1954,6,17,2,8,39,,CHINA: ANHUI PROVINCE,31.6,116.6,,5.3,6,,,,,,1,,1,,
1954,7,2,2,45,,,PHILIPPINES: LUZON: SORSOGON/ BACON LEGASPI,13,123.9,,6.8,9,13,1,101,3,,2,,,,
1954,7,6,11,13,,,NEVADA: FALLON,39.4,-118.5,,6.8,,,,,,,2,,,,
1954,7,31,1,0,,,CHINA: NEI MONGOL,38.8,104.2,,7,,,,,,,2,542,3,,
1954,8,20,15,30,,,IRAN: TONBAK KANGAN SABAKHI AKHTAR,27.5,52,,5,,1,1,,,,3,,,,
1954,8,23,,,,,NEVADA: STILLWATER RANGE,39.6,-118.5,,6.8,12,,,,,,,,,,
1954,9,9,1,4,37,Tsu,ALGERIA: ORLEANSVILLE,36.283,1.467,,6.7,11,1243,4,5000,4,6,3,20000,4,,
1954,9,9,2,49,48,,ALGERIA: EL ASNAM,36,1.5,,6.7,11,,,,,,,,,,
1954,9,9,2,52,24,,ALGERIA: EL ASNAM,36,1.5,,,11,,,,,,,,,,
1954,9,9,9,28,42,,ALGERIA: EL ASNAM,36,1.5,,6,10,,,,,,,,,,
1954,10,24,11,41,6,,CHINA: SICHUAN PROVINCE,29.4,104.8,,5,7,,,,,,1,,1,,1
1954,11,2,8,24,54,,INDONESIA: SUMABAWA: BIMA RABA,-8,119,,6.8,8,,,,,,1,,,,2
1954,11,18,20,44,55,Tsu,JAPAN: HONSHU: MIYAGI PREFECTURE,38.9,142.2,30,6.5,,,,,,,,,,,
1954,12,16,11,7,,,NEVADA: DIXIE VALLEY,39.3,-118.2,,7,10,,,,,,,,,,
1955,1,18,,,,Tsu,VENEZUELA: OFF THE COAST NEAR LA VELA,11.46,-69.57,,,,,,,,,,,,,
1955,1,25,12,23,,,CALIFORNIA: TERMINAL ISLAND,33.8,-118.2,,,4,,,,,3,2,,,,
1955,2,18,22,48,33,,PAKISTAN: QUETTA,30.5,67,,,,12,1,,3,,2,,,,
1955,2,27,20,43,,,KERMADEC ISLANDS,-28,-175.5,60,7.8,,,,,,,,,,,
1955,3,31,18,18,,,PHILIPPINES: MINDANAO: LANAO OZAMIZ COTABATO,8.1,123.2,96,7.6,8,400,3,,,5,2,,,,
1955,4,4,19,24,,,NICARAGUA: MANAGUA,13,-87,,6.2,,,,,,,2,,,,
1955,4,13,20,45,,,GREECE: S,37.5,22,,,,,,,,,2,,,,
1955,4,14,1,29,2,,CHINA: SICHUAN PROVINCE,30,101.8,,7.5,9,39,1,113,3,,2,500,3,,
1955,4,15,3,40,58,,CHINA: XINJIANG PROVINCE,39.9,74.6,,7,9,,,,,,2,,2,,
1955,4,19,16,47,19,Tsu,GREECE: DRAKIA-AGRIA (MAGNESIA),39.4,23.1,33,6.2,10,8,1,149,3,,4,459,3,8352,4
1955,4,19,20,24,5,Tsu,CHILE,-30,-72,30,7.1,6,,,,,,,,,,
1955,4,21,7,18,,,GREECE: AEGEAN SEA,39.5,23,,6,10,7,1,,,,3,,,,
1955,4,24,12,59,12,,CHINA: XINJIANG PROVINCE,44.2,83.6,,6.5,,,,,,,1,,1,,
1955,5,17,14,49,49,Tsu,INDIA: LITTLE NICOBAR ISLAND,6.5,94,,7.3,,,,,,,,,,,
1955,6,7,0,48,54,,CHINA: YUNNAN PROVINCE,26.5,101.1,,6,8,,,,,,3,4524,4,,
1955,7,16,7,7,,,TURKEY: SOKE AYDIN,37.5,27,,6.8,9,4,1,,,,3,,,,
1955,7,20,21,,,,COLOMBIA-ECUADOR,0.2,-78.4,,6,,,,,,,3,,,,
1955,9,1,17,33,,,COSTA RICA,10,-84.5,,5.8,,10,1,,,,2,,,,
1955,9,8,3,27,14,Tsu,SOLOMON ISLANDS: FAURO ISLAND,-6.9,155.7,33,6.5,,,,,,,,,,,
1955,9,12,6,9,20,,EGYPT: NILE DELTA,32.2,29.6,,6.3,,22,1,12,1,,3,,,,
1955,9,23,15,6,23,Tsu,CHINA: YUNNAN PROVINCE,26.6,101.8,10,6.8,9,,1,,,,3,15000,4,,
1955,10,1,6,29,55,,CHINA: SICHUAN PROVINCE,29.9,101.4,,5.8,7,,,,,,1,,1,,
1955,10,9,21,3,,,PERU: MUNGUI LA UNION PROV AREQUIPA TORO COTAHUASI,-16.2,-71.3,,,,1,1,,,,2,,,,
1955,10,10,8,57,47,Tsu,BISMARCK SEA,-5,152.5,33,7.3,,,,,,,,,,,
1956,1,8,7,11,26,,MEXICO: GUERRERO,17,-99.5,,6.5,,,,,3,,3,,,,
1956,1,8,20,54,13,Tsu,CHILE,-19,-70,,7.1,5,,1,,,,1,,,,
1956,1,10,,,,,TONGA ISLANDS,-20,-175,,7.7,,,,,,,,,,,
1956,1,12,5,46,,,HUNGARY,47.5,19.3,,5.8,,2,1,,,,3,,,,
1956,1,16,23,37,,,ECUADOR,-0.5,-80.5,,7.3,9,,,,,,2,,,,
1956,1,24,,,,,NICARAGUA: PUERTO SAMOZA,12.2,-86.7,,7.3,,,,,,,2,,,,
1956,1,31,2,25,,,BALKANS NW: SLOVENIA: ILIRSKA BISTRICA KOSEZE,45.5,14.3,7,4.5,7,,,,,,2,,,,
1956,2,20,20,31,,,TURKEY: ESKISEHIR,40,30.5,,5.8,8,4,1,,,,2,,,,
1956,3,2,22,43,,Tsu,NEW ZEALAND: NORTH ISLAND,-38.9,175.7,,5.3,7,,,,,,1,,,,
1956,3,5,23,29,,Tsu,JAPAN: NE. HOKKAIDO ISLAND,44.3,144.1,20,,,,,,,,,,,,
1956,3,16,19,32,,,LEBANON: LITANI,35.5,35.5,,5.8,,148,3,,,,3,,,,
1956,4,19,18,38,,,SPAIN,37,-4,,,,7,1,,,,3,,,,
1956,5,23,20,48,,,FIJI ISLANDS,-15,-179,430,7.5,,,,,,,,,,,
1956,6,9,,,,,AFGHANISTAN: KABUL,35.1,67.5,60,7.6,,100,2,,,,,,,,
1956,7,9,3,11,39,Tsu,GREECE: DODECANESE,36.9,26,20,7.8,9,53,2,,,,3,,,,
1956,7,9,3,24,,Tsu,GREECE: AEGEAN SEA,36.8,25.2,,6.8,,,,,,,,,,,
1956,7,16,15,7,,,MYANMAR (BURMA),22.2,95.7,39,7,,38,1,,,,2,,,,
1956,7,18,6,19,35,,INDONESIA: BANDA SEA,-5.5,130,190,7.5,,,,,,,,,,,
1956,7,21,15,32,,,INDIA: ANJAR BHUJ GANDHIDHAM KANDLA,23,70,,6.1,9,156,3,,,,3,,,,
1956,8,12,16,59,37.6,Tsu,JAPAN: IZU PENINSULA,33.8,138.8,50,6.5,,,,,,,,,,,
1956,8,19,0,44,33,,CHINA: SHANXI PROVINCE,37.8,114,,5,7,,,,,,1,,1,,
1956,10,11,2,24,,,RUSSIA: KURIL ISLANDS,46,150.5,110,7.6,7,,,,,,,,,,
1956,10,31,14,3,,,IRAN: BASTAK,27.2,54.4,,6.8,,347,3,,,,4,,,,
1956,11,2,16,4,,Tsu,GREECE: VOLOS-AGRIA (MAGNESIA),39.5,23,,5.7,8,,2,,,,,,,,
1956,12,18,2,31,3,Tsu,CHILE: ANTOFAGASTA,-25.5,-71,33,,,,,,,,,,,,
1956,12,31,21,33,22,,CHINA: HEBEI PROVINCE,40.5,115.5,,5,6,,,,,,1,,1,,
1957,2,20,4,41,1,,TUNISIA: SIDI ABID SIDI TOUIL (LA MEDJA)/CAILLOUX,36.2,8.9,,5.6,,13,1,96,2,,2,,,,
1957,2,23,20,26,14,,TAIWAN: HUALIEN TAIPEI,23.9,121.6,69,7.2,,11,1,,3,,2,,,,
1957,3,8,12,21,14,,GREECE: STEPHANOVIKION-VELESTNON (MAGNESIA),39.4,22.8,,7,10,2,1,,3,,2,,,,
1957,3,9,14,22,31.9,Tsu,ALASKA,51.292,-175.629,33,8.6,,,,,,,1,,,,
1957,3,22,14,21,,,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,55,-165.2,,7.5,5,,,,,,,,,,
1957,4,14,19,18,,,SAMOA ISLANDS,-15.5,-173,60,7.5,,,,,,,,,,,
1957,4,16,4,4,4,,INDONESIA: JAVA SEA,-4.6,107.1,600,7.5,,,,,,,,,,,
1957,4,23,,,,,IRAN: KACHU MESQAL,33.4,52.5,,,,16,1,,,,,,,,
1957,4,24,19,10,,,TURKEY,36,28.5,,6.9,,,,,,,2,,,,
1957,4,25,2,25,,,TURKEY: FETHIYE (LYCIA ASIA MINOR),36.4,28.7,18,7.1,10,18,1,,,,,,,,
1957,5,26,6,33,,,TURKEY: ABANT,40.7,30.9,,7.1,9,500,3,,,,3,,,,
1957,6,10,20,2,2,,CHINA: SHANXI PROVINCE,38,112.5,,5,6,,,,,,1,,1,,
1957,6,22,23,50,23,Tsu,INDONESIA: NEW GUINEA: IRIAN JAYA,-1.5,137,33,7.3,,,,,,,3,,,,
1957,6,27,0,9,28,,RUSSIA: CHITA,56.2,116.4,15,7.6,10,,,,,,2,,,,
1957,7,2,0,42,,,IRAN: HAZANDERAN ABEGARM,36.1,52.7,14,6.6,9,1100,4,,,,3,,,,
1957,7,28,8,40,1,Tsu,MEXICO: ACAPULCO MEXICO CITY,16.5,-99.1,25,7.9,7,65,2,,3,25,4,,3,,
1957,7,29,17,15,14,Tsu,CHILE: ANTOFAGASTA,-23.5,-71.5,33,7,3,,,,,,,,,,
1957,9,5,,,,,IRAN: JAHROM,28.3,53.3,,,,,3,,,,3,,,,
1957,9,24,8,21,,,PHILIPPINES,5.5,127.5,60,7.6,,,,,,,,,,,
1957,9,26,,,,Tsu,S. JAVA SEA,-8.2,107.3,,,,,,,,,,,,,
1957,9,28,14,20,,,FIJI ISLANDS,-20.4,-178.5,549,7.5,,,,,,,,,,,
1957,10,26,14,16,57,Tsu,INDONESIA: KALIMANTAN ISLAND,-2,116,,6,,,,,,,,,,,
1957,11,29,22,19,,,BOLIVIA: S,-21,-66,170,7.8,,,,,,,1,,,,
1957,11,,,,,Tsu,SOLOMON ISLANDS,,,,,,,,,,,,,,,
1957,12,4,3,37,45,,MONGOLIA,45.5,99.5,33,8.1,11,30,1,,,,2,,,,
1957,12,13,1,45,,,IRAN: FARSINAJ,34.3,47.8,,7.1,,1200,4,,,,3,,,,
1957,12,17,13,50,,,SOLOMON ISLANDS: SANTA CRUZ ISLANDS,-12.3,166.7,120,7.8,,,,,,,,,,,
1958,1,15,19,14,,,PERU: AREQUIPA,-16.5,-72,60,7.3,9,28,1,,,,2,,,,
1958,1,16,2,4,,,IRAN,36.5,53,,,,,3,,,,2,,,,
1958,1,19,14,7,27,Tsu,COLOMBIA-ECUADOR,1.5,-79.5,60,7.6,9,111,3,46,1,,2,,2,,
1958,2,1,14,9,,,COLOMBIA,2,-79,,,10,22,1,,,,3,,,,
1958,2,7,23,23,36,Tsu,CHINA: SICHUAN PROVINCE,31.5,104,,6.2,7,,,,,,1,,1,,
1958,3,11,0,22,56,,JAPAN: RYUKYU ISLANDS,25,125,70,7.5,,,2,,3,,,,,,
1958,4,21,22,37,36,Tsu,INDOENSIA: SUMATRA: BENGKULU,-4.5,104,200,6.7,,,,,,,,,,,
1958,5,14,2,34,,,AZORES,38.5,-28.8,,,,,,,,,2,,,,
1958,7,10,6,15,53.6,Tsu,ALASKA: LITUYA BAY,58.34,-136.52,60,8.3,11,,,,,,1,,1,,
1958,7,26,17,38,,,PERU: S,-13.5,-69,620,7.5,,,,,,,1,,,,
1958,8,16,19,13,,,IRAN: FIRUZABAD,34.4,47.9,20,6.7,,132,3,,,,3,,,,
1958,9,1,14,30,,,PERU: S,-18,-65,,,,4,1,,,,4,,,,
1958,9,4,21,51,,,CHILE-ARGENTINA,-33.5,-69.5,,6.8,,7,1,,,,3,,,,
1958,9,17,12,24,,Tsu,RUSSIA: N. KURIL ISLANDS,49.3,156.4,,,,,,,,,,,,,
1958,9,21,16,18,,,IRAN,36,49,,,,20,1,,,,3,,,,
1958,9,25,1,5,36,,CHINA: GUANGXI PROVINCE,22.5,109.5,,5.8,7,,,,,,1,,1,,
1958,10,20,1,12,37,,INDONESIA: JAVA: MALANG,-9.5,112.5,100,6.7,8,8,1,1856,4,,2,95,2,206,3
1958,11,4,22,54,46,Tsu,EAST PACIFIC RIDGE,-50,-115,,6.1,,,,,,,,,,,
1958,11,6,22,58,8.6,Tsu,RUSSIA: KURIL ISLANDS: S,44.53,148.54,40,8.3,10,,,,,,2,,,,
1958,11,12,20,23,,Tsu,RUSSIA: S. KURIL ISLANDS,44.2,148.8,29,,,,,,,,,,,,
1958,11,18,10,45,,,ITALY: N,44.3,9.9,,,12,,,,,,,,,,
1958,11,29,9,30,,,ITALY: N,44.4,8.8,,,12,,,,,,,,,,
1959,1,22,5,10,,Tsu,JAPAN: SANRIKU,37.5,142.2,40,,,,,,,,,,,,
1959,1,26,6,46,,,ITALY: N,44.5,9.6,,,12,,,,,,,,,,
1959,2,7,9,36,51,Tsu,PERU-ECUADOR,-4,-81.5,19,7.4,7,,,,,,1,,,,1
1959,4,5,,,,,FRANCE: ST PAUL D'UBAYE JAUSIERS CEILLAC VARS,44,6.8,,5.5,8,,,,,,2,,,,
1959,4,9,12,24,,Tsu,RUSSIA: S. KURIL ISLANDS,44.3,149,60,,,,,,,,,,,,
1959,4,11,22,,,,ITALY: CENTRAL,42.9,12.6,,,12,,,,,,,,,,
1959,4,17,,,,,ITALY: N,44.5,10.8,,,12,,,,,,,,,,
1959,4,25,0,26,,,TURKEY: KOYCEGIZ MUGLA,37,28.7,,6.3,8,,,,,,2,,,,
1959,4,26,20,40,38,,TAIWAN: TAIPEI,24.78,122.7,150,7.5,,2,1,,,,1,,,,
1959,5,4,7,15,42,Tsu,RUSSIA: NEAR EAST COAST OF KAMCHATKA,52.5,159.5,60,8.2,10,1,1,13,1,,2,,2,,
1959,5,24,19,17,,,MEXICO: OAXACA;,17,-96.3,100,6.8,,,,,,,3,,,,
1959,6,14,0,11,,,CHILE-BOLIVIA,-20.5,-68,100,7.5,,,,,,,,,,,
1959,6,18,15,31,,,RUSSIA: NEAR KAMCHATKA,53.9,160.5,15,7,10,,,,,,,,,,
1959,7,2,18,33,54,,CHINA: HENAN PROVINCE,31.8,115.3,,5,6,,,,1,,1,,1,,
1959,8,10,23,7,29,,CHINA: SHAANXI PROVINCE,35.6,110.9,,5.4,7,,,,,,1,43,1,,
1959,8,15,8,57,3,,TAIWAN,22.18,121.13,60,7,,16,1,63,2,,3,,3,,
1959,8,17,21,4,40,Tsu,SOLOMON ISLANDS,-7.5,156,,7.3,,,,,,,3,,,,
1959,8,18,6,37,13.5,Tsu,MONTANA: HEBGEN LAKE,44.712,-111.215,5,7.7,10,28,1,,,11,3,,,,
1959,8,26,8,25,31,,MEXICO: GULF OF CAMPECHE,18.3,-94.4,,6.9,,25,1,200,3,,3,,3,,
1959,9,1,11,37,,,ALBANIA,40.9,19.8,11,6.1,10,2,1,,,,3,,,,
1959,9,14,14,9,,,KERMADEC ISLANDS,-28.5,-177,60,7.7,,,,,,,,,,,
1959,10,25,15,57,,,TURKEY: NINIA,39.1,41.6,,6.2,,18,1,,,,2,,,,
1959,10,26,7,35,,Tsu,JAPAN: SANRIKU,37.5,143.2,10,,,,,,,,,,,,
1959,10,27,6,52,,,RUSSIA: KAMCHATKA,44.9,151.6,70,,,,,,,,,,,,
1959,11,7,,,,,ALGERIA: BOU-MEDFA,36.4,2.6,,5.5,8,,,,,,2,,,,
1959,11,15,10,25,16,,CHINA: XINGJIANG,38.75,75.317,,6.4,,,1,,,,1,,,,
1959,12,24,12,50,,,PERU: AYACUCHO POMABAMBA MOYOBAMBA HUAHUAPUQUIO,-13.5,-74,,,7,7,1,,,,2,,,,
1960,1,13,15,40,34,Tsu,PERU: AREQUIPA CHUQUIBAMBA CARAVELI COTAHUASI,-15.75,-72.75,160,7.8,10,63,2,200,3,,3,,3,,
1960,1,15,9,30,,,PERU: LIMA NAZCA ICA HUANCAVELIC PALPA HUAITARA,-15,-75,150,7,,63,2,,,,1,,,,
1960,2,2,23,51,59,,CHINA: GANSU PROVINCE,33.8,104.5,,5.3,6,,,,,,1,,1,,
1960,2,21,8,13,31,,ALGERIA: MELOUZA,36,4.1,33,5.6,,47,1,88,2,,2,,,,
1960,2,29,23,40,14,Tsu,MOROCCO: AGADIR,30.45,-9.62,33,5.9,10,13100,4,25000,4,120,4,,3,,
1960,3,20,17,7,30,Tsu,JAPAN: SANRIKU,39.8,143.4,20,7.5,,,,,,,1,,,,
1960,3,23,0,23,,Tsu,JAPAN: SANRIKU,39.4,143.7,20,6.7,,,,,,,,,,,
1960,4,13,7,57,49,,CHINA: JILIN PROVINCE,44.7,127,,5.8,8,,,,,,1,29,1,,
1960,4,24,12,14,,,IRAN: LAR,28,54.5,,6,,420,3,,,20,3,,,,
1960,4,29,9,16,20,,INDONESIA: CENTRAL SULAWESI: UNA-UNA ISLAND,-0.5,121.5,,,8,,,,,,2,50,1,,
1960,5,21,10,2,50,Tsu,CHILE: SOUTHERN,-37.5,-73.5,33,7.3,,,1,,3,,1,,,,
1960,5,22,19,11,17,Tsu,CHILE: PUERTO MONTT VALDIVIA,-39.5,-74.5,33,9.5,12,1000,3,,3,1000,4,,3,,
1960,5,26,5,10,,,GREECE-ALBANIA,40,20,,6.5,,8,1,,,,2,,,,
1960,6,11,15,14,9,Tsu,W. SOLOMON SEA,-9.4,152.3,33,6.6,,,,,,,,,,,
1960,7,29,17,31,45,Tsu,JAPAN: SANRIKU,40.3,142.5,50,6.7,,,,,,,,,,,
1960,7,30,2,4,,,ECUADOR,-1.5,-79,21,,,11,1,,,,1,,,,
1960,8,27,15,58,,,INDIA: N,28.6,76.7,58,,,,,,,,2,,,,
1960,9,22,9,5,32.5,,CONGO: LAKE TANGANYIKA,-3.6,29,28,6.6,,24,1,,,,2,,,,3
1960,10,7,,,,,PHILIPPINES: PANAY,11.1,122.3,,,,3,1,,,,2,,,,
1960,11,1,8,45,59,Tsu,CHILE: CONCEPCION,-38.5,-75.1,55,7.4,,,1,,,,1,,,,
1960,11,9,10,43,42,,CHINA: SICHUAN PROVINCE,32.7,103.7,,6.8,9,,,,,,3,,3,,
1960,11,20,22,1,56.4,Tsu,PERU,-6.8,-80.7,93,6.7,,,,,,,,,,,
1961,1,10,14,22,25.5,Tsu,RUSSIA: KAMCHATKA,50.016,156.099,59,6.6,,,,,,,,,,,
1961,1,16,7,20,,Tsu,JAPAN: KASHIMA,36,142.3,40,,,,,,,,,,,,
1961,1,16,11,19,,Tsu,JAPAN: KASHIMA,36,141.9,20,,,,,,,,,,,,
1961,1,16,12,12,,Tsu,JAPAN: KASHIMA,36.2,141.9,20,,,,,,,,,,,,
1961,2,4,8,51,,,INDIA,24.9,93.34,141,7.6,,,,,,,,,,,
1961,2,12,21,53,,Tsu,RUSSIA: S. KURIL ISLANDS,43.2,147.9,80,,,,,,,,,,,,
1961,2,26,18,10,48.7,Tsu,JAPAN: MIYAZAKI,31.6,131.8,74,7.3,,2,1,7,1,,2,170,3,170,3
1961,3,7,10,10,,,KERMADEC ISLANDS,-28.3,-175.7,40,7.5,,,,,,,,,,,
1961,3,7,19,0,48,,CHINA: HUBEI PROVINCE,30.5,110,,4.9,7,,,,,,2,25,1,,
1961,3,16,13,45,35.6,,INDONESIA: FLORES: ENDEH,-8.2,122,74,6.5,8,2,1,6,1,,2,,,,
1961,3,24,10,36,,,ITALY: SICILY,38,15.3,,,,15,1,,,,2,,,,
1961,4,4,21,32,,,CALIFORNIA: TERMINAL ISLAND,34,-118,16,,,,,,,4.5,2,,,,
